Date,STREAMFLOW_(CFS)
4/26/44,1450
4/27/44,1330
4/28/44,1220
4/29/44,1120
4/30/44,1050
5/1/44,984
5/2/44,929
5/3/44,874
5/4/44,820
5/5/44,780
5/6/44,755
5/7/44,720
5/8/44,695
5/9/44,710
5/10/44,675
5/11/44,645
5/12/44,625
5/13/44,595
5/14/44,566
5/15/44,600
5/16/44,571
5/17/44,571
5/18/44,571
5/19/44,540
5/20/44,510
5/21/44,479
5/22/44,480
5/23/44,470
5/24/44,460
5/25/44,450
5/26/44,436
5/27/44,410
5/28/44,390
5/29/44,374
5/30/44,362
5/31/44,386
6/1/44,765
6/2/44,730
6/3/44,695
6/4/44,610
6/5/44,529
6/6/44,479
6/7/44,440
6/8/44,410
6/9/44,394
6/10/44,374
6/11/44,358
6/12/44,343
6/13/44,354
6/14/44,351
6/15/44,332
6/16/44,324
6/17/44,332
6/18/44,320
6/19/44,313
6/20/44,302
6/21/44,295
6/22/44,292
6/23/44,285
6/24/44,271
6/25/44,264
6/26/44,257
6/27/44,251
6/28/44,241
6/29/44,238
6/30/44,232
7/1/44,225
7/2/44,222
7/3/44,219
7/4/44,213
7/5/44,206
7/6/44,203
7/7/44,197
7/8/44,194
7/9/44,194
7/10/44,188
7/11/44,185
7/12/44,185
7/13/44,176
7/14/44,173
7/15/44,167
7/16/44,164
7/17/44,161
7/18/44,158
7/19/44,158
7/20/44,170
7/21/44,170
7/22/44,158
7/23/44,150
7/24/44,144
7/25/44,141
7/26/44,139
7/27/44,136
7/28/44,133
7/29/44,130
7/30/44,128
7/31/44,128
8/1/44,130
8/2/44,130
8/3/44,130
8/4/44,130
8/5/44,130
8/6/44,128
8/7/44,126
8/8/44,128
8/9/44,128
8/10/44,123
8/11/44,118
8/12/44,110
8/13/44,108
8/14/44,106
8/15/44,104
8/16/44,100
8/17/44,100
8/18/44,102
8/19/44,104
8/20/44,100
8/21/44,95
8/22/44,93
8/23/44,91
8/24/44,95
8/25/44,100
8/26/44,104
8/27/44,102
8/28/44,95
8/29/44,89
8/30/44,87
8/31/44,85
9/1/44,91
9/2/44,95
9/3/44,91
9/4/44,89
9/5/44,85
9/6/44,82
9/7/44,78
9/8/44,77
9/9/44,77
9/10/44,75
9/11/44,73
9/12/44,72
9/13/44,77
9/14/44,91
9/15/44,98
9/16/44,110
9/17/44,120
9/18/44,130
9/19/44,116
9/20/44,102
9/21/44,93
9/22/44,95
9/23/44,104
9/24/44,93
9/25/44,87
9/26/44,84
9/27/44,80
9/28/44,78
9/29/44,106
9/30/44,203
10/1/44,150
10/2/44,116
10/3/44,106
10/4/44,108
10/5/44,116
10/6/44,120
10/7/44,108
10/8/44,98
10/9/44,93
10/10/44,89
10/11/44,85
10/12/44,85
10/13/44,85
10/14/44,87
10/15/44,87
10/16/44,85
10/17/44,84
10/18/44,82
10/19/44,80
10/20/44,80
10/21/44,80
10/22/44,78
10/23/44,78
10/24/44,77
10/25/44,77
10/26/44,77
10/27/44,75
10/28/44,73
10/29/44,82
10/30/44,176
10/31/44,324
11/1/44,810
11/2/44,566
11/3/44,1360
11/4/44,1180
11/5/44,830
11/6/44,770
11/7/44,995
11/8/44,1010
11/9/44,1540
11/10/44,1430
11/11/44,1010
11/12/44,750
11/13/44,595
11/14/44,497
11/15/44,462
11/16/44,370
11/17/44,335
11/18/44,310
11/19/44,288
11/20/44,268
11/21/44,254
11/22/44,248
11/23/44,295
11/24/44,502
11/25/44,462
11/26/44,615
11/27/44,863
11/28/44,700
11/29/44,610
11/30/44,1120
12/1/44,1780
12/2/44,1240
12/3/44,962
12/4/44,880
12/5/44,815
12/6/44,770
12/7/44,775
12/8/44,785
12/9/44,720
12/10/44,660
12/11/44,595
12/12/44,548
12/13/44,506
12/14/44,475
12/15/44,448
12/16/44,419
12/17/44,402
12/18/44,386
12/19/44,402
12/20/44,506
12/21/44,595
12/22/44,571
12/23/44,790
12/24/44,770
12/25/44,675
12/26/44,600
12/27/44,590
12/28/44,1130
12/29/44,1630
12/30/44,1940
12/31/44,1510
1/1/45,1300
1/2/45,1190
1/3/45,1060
1/4/45,962
1/5/45,1020
1/6/45,1690
1/7/45,3560
1/8/45,3400
1/9/45,2330
1/10/45,1920
1/11/45,1630
1/12/45,1630
1/13/45,2770
1/14/45,3110
1/15/45,4460
1/16/45,8540
1/17/45,5650
1/18/45,4750
1/19/45,3960
1/20/45,3100
1/21/45,2500
1/22/45,2100
1/23/45,1810
1/24/45,1590
1/25/45,1420
1/26/45,1280
1/27/45,1160
1/28/45,1070
1/29/45,1000
1/30/45,1020
1/31/45,1230
2/1/45,1550
2/2/45,2400
2/3/45,2950
2/4/45,3160
2/5/45,5740
2/6/45,4980
2/7/45,7960
2/8/45,15500
2/9/45,8160
2/10/45,4980
2/11/45,3830
2/12/45,3450
2/13/45,7400
2/14/45,5310
2/15/45,3820
2/16/45,3030
2/17/45,2970
2/18/45,2770
2/19/45,2410
2/20/45,2130
2/21/45,1890
2/22/45,1720
2/23/45,1600
2/24/45,1460
2/25/45,1340
2/26/45,1300
2/27/45,1470
2/28/45,1370
3/1/45,1290
3/2/45,1230
3/3/45,1400
3/4/45,1470
3/5/45,1410
3/6/45,1380
3/7/45,1330
3/8/45,1650
3/9/45,1810
3/10/45,5130
3/11/45,3980
3/12/45,3100
3/13/45,2900
3/14/45,4260
3/15/45,4680
3/16/45,4740
3/17/45,5560
3/18/45,7330
3/19/45,5360
3/20/45,8130
3/21/45,7010
3/22/45,5270
3/23/45,4360
3/24/45,3560
3/25/45,3470
3/26/45,3150
3/27/45,2660
3/28/45,2350
3/29/45,2070
3/30/45,1860
3/31/45,1710
4/1/45,1610
4/2/45,1460
4/3/45,1370
4/4/45,1270
4/5/45,1650
4/6/45,1990
4/7/45,2500
4/8/45,4910
4/9/45,3900
4/10/45,3090
4/11/45,3810
4/12/45,3920
4/13/45,3270
4/14/45,2720
4/15/45,2350
4/16/45,2070
4/17/45,1850
4/18/45,1670
4/19/45,1520
4/20/45,1400
4/21/45,1290
4/22/45,1190
4/23/45,1180
4/24/45,1230
4/25/45,1270
4/26/45,1290
4/27/45,1160
4/28/45,1100
4/29/45,1030
4/30/45,984
5/1/45,929
5/2/45,890
5/3/45,841
5/4/45,805
5/5/45,770
5/6/45,735
5/7/45,705
5/8/45,685
5/9/45,670
5/10/45,735
5/11/45,868
5/12/45,1320
5/13/45,2100
5/14/45,4210
5/15/45,4120
5/16/45,3400
5/17/45,3100
5/18/45,2660
5/19/45,2240
5/20/45,1930
5/21/45,1720
5/22/45,1550
5/23/45,1620
5/24/45,1440
5/25/45,1310
5/26/45,1210
5/27/45,1150
5/28/45,1090
5/29/45,995
5/30/45,934
5/31/45,885
6/1/45,830
6/2/45,790
6/3/45,760
6/4/45,730
6/5/45,700
6/6/45,680
6/7/45,660
6/8/45,625
6/9/45,600
6/10/45,585
6/11/45,552
6/12/45,529
6/13/45,511
6/14/45,497
6/15/45,475
6/16/45,457
6/17/45,436
6/18/45,415
6/19/45,398
6/20/45,382
6/21/45,366
6/22/45,366
6/23/45,347
6/24/45,332
6/25/45,317
6/26/45,313
6/27/45,310
6/28/45,295
6/29/45,288
6/30/45,278
7/1/45,268
7/2/45,261
7/3/45,248
7/4/45,244
7/5/45,238
7/6/45,235
7/7/45,228
7/8/45,219
7/9/45,216
7/10/45,210
7/11/45,203
7/12/45,200
7/13/45,191
7/14/45,185
7/15/45,185
7/16/45,182
7/17/45,179
7/18/45,176
7/19/45,176
7/20/45,176
7/21/45,185
7/22/45,251
7/23/45,206
7/24/45,179
7/25/45,170
7/26/45,164
7/27/45,158
7/28/45,150
7/29/45,144
7/30/45,141
7/31/45,139
8/1/45,136
8/2/45,136
8/3/45,136
8/4/45,133
8/5/45,133
8/6/45,130
8/7/45,133
8/8/45,133
8/9/45,130
8/10/45,130
8/11/45,126
8/12/45,126
8/13/45,130
8/14/45,128
8/15/45,123
8/16/45,118
8/17/45,113
8/18/45,110
8/19/45,108
8/20/45,106
8/21/45,104
8/22/45,100
8/23/45,95
8/24/45,98
8/25/45,113
8/26/45,128
8/27/45,120
8/28/45,108
8/29/45,102
8/30/45,95
8/31/45,93
9/1/45,89
9/2/45,87
9/3/45,89
9/4/45,363
9/5/45,715
9/6/45,292
9/7/45,188
9/8/45,153
9/9/45,133
9/10/45,123
9/11/45,116
9/12/45,110
9/13/45,108
9/14/45,106
9/15/45,106
9/16/45,108
9/17/45,108
9/18/45,110
9/19/45,106
9/20/45,128
9/21/45,194
9/22/45,197
9/23/45,150
9/24/45,130
9/25/45,123
9/26/45,118
9/27/45,113
9/28/45,106
9/29/45,104
9/30/45,100
10/1/45,102
10/2/45,100
10/3/45,98
10/4/45,98
10/5/45,96
10/6/45,94
10/7/45,92
10/8/45,90
10/9/45,88
10/10/45,88
10/11/45,88
10/12/45,88
10/13/45,88
10/14/45,88
10/15/45,88
10/16/45,86
10/17/45,88
10/18/45,88
10/19/45,88
10/20/45,92
10/21/45,96
10/22/45,111
10/23/45,118
10/24/45,109
10/25/45,100
10/26/45,94
10/27/45,102
10/28/45,115
10/29/45,127
10/30/45,167
10/31/45,186
11/1/45,167
11/2/45,232
11/3/45,210
11/4/45,170
11/5/45,156
11/6/45,198
11/7/45,306
11/8/45,295
11/9/45,662
11/10/45,1100
11/11/45,1240
11/12/45,2260
11/13/45,1520
11/14/45,978
11/15/45,1380
11/16/45,2630
11/17/45,2820
11/18/45,3940
11/19/45,5930
11/20/45,2860
11/21/45,1930
11/22/45,1460
11/23/45,1180
11/24/45,1020
11/25/45,1710
11/26/45,5850
11/27/45,16500
11/28/45,11600
11/29/45,7400
11/30/45,5480
12/1/45,3960
12/2/45,2990
12/3/45,2880
12/4/45,3040
12/5/45,3670
12/6/45,5310
12/7/45,7540
12/8/45,5170
12/9/45,3810
12/10/45,3020
12/11/45,2520
12/12/45,2150
12/13/45,1860
12/14/45,1650
12/15/45,1480
12/16/45,1360
12/17/45,1260
12/18/45,1160
12/19/45,1060
12/20/45,1020
12/21/45,1090
12/22/45,1220
12/23/45,2650
12/24/45,4850
12/25/45,3680
12/26/45,3400
12/27/45,3900
12/28/45,13000
12/29/45,14400
12/30/45,7840
12/31/45,5310
1/1/46,4160
1/2/46,5770
1/3/46,5510
1/4/46,7270
1/5/46,8750
1/6/46,6430
1/7/46,6400
1/8/46,6690
1/9/46,4950
1/10/46,3880
1/11/46,3100
1/12/46,2590
1/13/46,2260
1/14/46,2020
1/15/46,1810
1/16/46,1640
1/17/46,1480
1/18/46,1390
1/19/46,1300
1/20/46,1240
1/21/46,1320
1/22/46,4640
1/23/46,3560
1/24/46,6710
1/25/46,6790
1/26/46,4580
1/27/46,3460
1/28/46,2930
1/29/46,2690
1/30/46,2470
1/31/46,2470
2/1/46,3220
2/2/46,4260
2/3/46,4170
2/4/46,3330
2/5/46,4190
2/6/46,15200
2/7/46,9790
2/8/46,6250
2/9/46,4680
2/10/46,3860
2/11/46,3310
2/12/46,2820
2/13/46,2450
2/14/46,2200
2/15/46,2000
2/16/46,1840
2/17/46,1730
2/18/46,1600
2/19/46,1480
2/20/46,1400
2/21/46,1360
2/22/46,1300
2/23/46,1230
2/24/46,1440
2/25/46,1720
2/26/46,1570
2/27/46,2680
2/28/46,3460
3/1/46,2860
3/2/46,2660
3/3/46,2890
3/4/46,2640
3/5/46,2340
3/6/46,2170
3/7/46,1980
3/8/46,1820
3/9/46,1660
3/10/46,1570
3/11/46,1480
3/12/46,4440
3/13/46,6000
3/14/46,4030
3/15/46,5000
3/16/46,4740
3/17/46,3790
3/18/46,3110
3/19/46,2630
3/20/46,2280
3/21/46,2020
3/22/46,1950
3/23/46,1960
3/24/46,2230
3/25/46,2100
3/26/46,1900
3/27/46,1750
3/28/46,1610
3/29/46,1520
3/30/46,1390
3/31/46,1280
4/1/46,1190
4/2/46,1120
4/3/46,1070
4/4/46,1020
4/5/46,962
4/6/46,912
4/7/46,874
4/8/46,1020
4/9/46,1310
4/10/46,1830
4/11/46,1780
4/12/46,1530
4/13/46,1340
4/14/46,1200
4/15/46,1090
4/16/46,1010
4/17/46,956
4/18/46,907
4/19/46,868
4/20/46,880
4/21/46,815
4/22/46,760
4/23/46,725
4/24/46,700
4/25/46,680
4/26/46,685
4/27/46,645
4/28/46,620
4/29/46,695
4/30/46,645
5/1/46,600
5/2/46,575
5/3/46,543
5/4/46,529
5/5/46,511
5/6/46,497
5/7/46,488
5/8/46,488
5/9/46,475
5/10/46,462
5/11/46,444
5/12/46,427
5/13/46,419
5/14/46,406
5/15/46,402
5/16/46,394
5/17/46,378
5/18/46,366
5/19/46,354
5/20/46,335
5/21/46,335
5/22/46,354
5/23/46,370
5/24/46,328
5/25/46,317
5/26/46,343
5/27/46,354
5/28/46,347
5/29/46,335
5/30/46,306
5/31/46,288
6/1/46,274
6/2/46,268
6/3/46,271
6/4/46,271
6/5/46,264
6/6/46,313
6/7/46,320
6/8/46,274
6/9/46,261
6/10/46,257
6/11/46,244
6/12/46,235
6/13/46,232
6/14/46,386
6/15/46,506
6/16/46,378
6/17/46,324
6/18/46,288
6/19/46,261
6/20/46,241
6/21/46,232
6/22/46,225
6/23/46,225
6/24/46,238
6/25/46,268
6/26/46,248
6/27/46,225
6/28/46,248
6/29/46,436
6/30/46,415
7/1/46,347
7/2/46,295
7/3/46,268
7/4/46,248
7/5/46,228
7/6/46,216
7/7/46,210
7/8/46,238
7/9/46,358
7/10/46,288
7/11/46,244
7/12/46,225
7/13/46,213
7/14/46,210
7/15/46,213
7/16/46,210
7/17/46,195
7/18/46,186
7/19/46,178
7/20/46,167
7/21/46,164
7/22/46,159
7/23/46,153
7/24/46,142
7/25/46,140
7/26/46,137
7/27/46,145
7/28/46,142
7/29/46,145
7/30/46,148
7/31/46,145
8/1/46,135
8/2/46,127
8/3/46,125
8/4/46,123
8/5/46,120
8/6/46,120
8/7/46,118
8/8/46,115
8/9/46,111
8/10/46,107
8/11/46,109
8/12/46,118
8/13/46,115
8/14/46,118
8/15/46,120
8/16/46,118
8/17/46,111
8/18/46,107
8/19/46,105
8/20/46,100
8/21/46,100
8/22/46,98
8/23/46,98
8/24/46,96
8/25/46,96
8/26/46,96
8/27/46,92
8/28/46,94
8/29/46,98
8/30/46,102
8/31/46,105
9/1/46,105
9/2/46,100
9/3/46,102
9/4/46,105
9/5/46,107
9/6/46,118
9/7/46,111
9/8/46,102
9/9/46,98
9/10/46,94
9/11/46,92
9/12/46,92
9/13/46,92
9/14/46,96
9/15/46,288
9/16/46,488
9/17/46,295
9/18/46,181
9/19/46,142
9/20/46,123
9/21/46,118
9/22/46,107
9/23/46,102
9/24/46,100
9/25/46,98
9/26/46,94
9/27/46,92
9/28/46,90
9/29/46,88
9/30/46,98
10/1/46,132
10/2/46,127
10/3/46,130
10/4/46,127
10/5/46,137
10/6/46,130
10/7/46,127
10/8/46,142
10/9/46,137
10/10/46,120
10/11/46,105
10/12/46,102
10/13/46,98
10/14/46,96
10/15/46,94
10/16/46,92
10/17/46,123
10/18/46,153
10/19/46,172
10/20/46,2040
10/21/46,1850
10/22/46,1360
10/23/46,1090
10/24/46,874
10/25/46,880
10/26/46,956
10/27/46,852
10/28/46,700
10/29/46,605
10/30/46,880
10/31/46,912
11/1/46,1340
11/2/46,1290
11/3/46,1000
11/4/46,810
11/5/46,680
11/6/46,605
11/7/46,539
11/8/46,484
11/9/46,453
11/10/46,484
11/11/46,470
11/12/46,427
11/13/46,394
11/14/46,366
11/15/46,351
11/16/46,332
11/17/46,520
11/18/46,8300
11/19/46,7730
11/20/46,3880
11/21/46,3670
11/22/46,9080
11/23/46,9690
11/24/46,6600
11/25/46,5200
11/26/46,9770
11/27/46,12300
11/28/46,8490
11/29/46,5280
11/30/46,3790
12/1/46,3000
12/2/46,2550
12/3/46,2230
12/4/46,2220
12/5/46,2170
12/6/46,2060
12/7/46,1960
12/8/46,2790
12/9/46,2830
12/10/46,2680
12/11/46,2940
12/12/46,5640
12/13/46,12200
12/14/46,18000
12/15/46,22300
12/16/46,10700
12/17/46,6180
12/18/46,4260
12/19/46,3240
12/20/46,2650
12/21/46,2270
12/22/46,1960
12/23/46,1720
12/24/46,1560
12/25/46,1410
12/26/46,1310
12/27/46,1260
12/28/46,1160
12/29/46,1060
12/30/46,986
12/31/46,942
1/1/47,914
1/2/47,859
1/3/47,815
1/4/47,760
1/5/47,740
1/6/47,730
1/7/47,700
1/8/47,675
1/9/47,655
1/10/47,705
1/11/47,848
1/12/47,1080
1/13/47,1220
1/14/47,1130
1/15/47,980
1/16/47,903
1/17/47,864
1/18/47,854
1/19/47,1250
1/20/47,1320
1/21/47,1360
1/22/47,1350
1/23/47,1600
1/24/47,2540
1/25/47,4100
1/26/47,8360
1/27/47,5170
1/28/47,3570
1/29/47,2780
1/30/47,3240
1/31/47,3050
2/1/47,9620
2/2/47,13200
2/3/47,8480
2/4/47,5240
2/5/47,3810
2/6/47,2980
2/7/47,2470
2/8/47,2130
2/9/47,1870
2/10/47,1710
2/11/47,1560
2/12/47,1930
2/13/47,2830
2/14/47,2740
2/15/47,2490
2/16/47,2350
2/17/47,2110
2/18/47,1880
2/19/47,1690
2/20/47,1540
2/21/47,1410
2/22/47,1290
2/23/47,1210
2/24/47,1120
2/25/47,1050
2/26/47,992
2/27/47,942
2/28/47,886
3/1/47,859
3/2/47,1200
3/3/47,2290
3/4/47,2240
3/5/47,1840
3/6/47,1580
3/7/47,1520
3/8/47,1690
3/9/47,2530
3/10/47,6680
3/11/47,6830
3/12/47,4460
3/13/47,3250
3/14/47,2590
3/15/47,2190
3/16/47,1890
3/17/47,1670
3/18/47,1500
3/19/47,1360
3/20/47,1250
3/21/47,1150
3/22/47,1200
3/23/47,1250
3/24/47,1250
3/25/47,1120
3/26/47,1030
3/27/47,964
3/28/47,908
3/29/47,903
3/30/47,1670
3/31/47,2350
4/1/47,2100
4/2/47,2050
4/3/47,1950
4/4/47,2250
4/5/47,2830
4/6/47,2870
4/7/47,2400
4/8/47,2280
4/9/47,2200
4/10/47,2160
4/11/47,1990
4/12/47,1790
4/13/47,1610
4/14/47,1460
4/15/47,1330
4/16/47,1220
4/17/47,1200
4/18/47,1180
4/19/47,1080
4/20/47,1020
4/21/47,980
4/22/47,914
4/23/47,854
4/24/47,810
4/25/47,771
4/26/47,735
4/27/47,700
4/28/47,685
4/29/47,720
4/30/47,685
5/1/47,645
5/2/47,615
5/3/47,585
5/4/47,560
5/5/47,538
5/6/47,524
5/7/47,510
5/8/47,492
5/9/47,492
5/10/47,461
5/11/47,443
5/12/47,430
5/13/47,413
5/14/47,401
5/15/47,393
5/16/47,381
5/17/47,373
5/18/47,361
5/19/47,349
5/20/47,337
5/21/47,325
5/22/47,313
5/23/47,302
5/24/47,291
5/25/47,288
5/26/47,280
5/27/47,284
5/28/47,288
5/29/47,280
5/30/47,277
5/31/47,280
6/1/47,321
6/2/47,421
6/3/47,782
6/4/47,903
6/5/47,685
6/6/47,551
6/7/47,655
6/8/47,1300
6/9/47,2210
6/10/47,1620
6/11/47,1150
6/12/47,903
6/13/47,760
6/14/47,665
6/15/47,600
6/16/47,600
6/17/47,560
6/18/47,506
6/19/47,470
6/20/47,452
6/21/47,430
6/22/47,405
6/23/47,381
6/24/47,365
6/25/47,345
6/26/47,353
6/27/47,443
6/28/47,438
6/29/47,373
6/30/47,337
7/1/47,317
7/2/47,309
7/3/47,309
7/4/47,302
7/5/47,284
7/6/47,277
7/7/47,263
7/8/47,254
7/9/47,244
7/10/47,237
7/11/47,237
7/12/47,254
7/13/47,240
7/14/47,227
7/15/47,240
7/16/47,244
7/17/47,224
7/18/47,218
7/19/47,205
7/20/47,196
7/21/47,190
7/22/47,185
7/23/47,179
7/24/47,182
7/25/47,205
7/26/47,208
7/27/47,247
7/28/47,389
7/29/47,288
7/30/47,227
7/31/47,218
8/1/47,224
8/2/47,224
8/3/47,224
8/4/47,260
8/5/47,218
8/6/47,193
8/7/47,185
8/8/47,182
8/9/47,199
8/10/47,215
8/11/47,188
8/12/47,176
8/13/47,168
8/14/47,160
8/15/47,155
8/16/47,148
8/17/47,145
8/18/47,140
8/19/47,136
8/20/47,131
8/21/47,126
8/22/47,133
8/23/47,145
8/24/47,143
8/25/47,136
8/26/47,131
8/27/47,126
8/28/47,126
8/29/47,128
8/30/47,133
8/31/47,131
9/1/47,126
9/2/47,122
9/3/47,119
9/4/47,119
9/5/47,117
9/6/47,122
9/7/47,257
9/8/47,260
9/9/47,244
9/10/47,227
9/11/47,179
9/12/47,158
9/13/47,143
9/14/47,136
9/15/47,128
9/16/47,126
9/17/47,126
9/18/47,128
9/19/47,128
9/20/47,124
9/21/47,122
9/22/47,119
9/23/47,117
9/24/47,117
9/25/47,117
9/26/47,115
9/27/47,115
9/28/47,115
9/29/47,115
9/30/47,113
10/1/47,113
10/2/47,153
10/3/47,321
10/4/47,227
10/5/47,176
10/6/47,150
10/7/47,143
10/8/47,257
10/9/47,434
10/10/47,605
10/11/47,1650
10/12/47,974
10/13/47,595
10/14/47,443
10/15/47,1390
10/16/47,6420
10/17/47,4850
10/18/47,10400
10/19/47,8940
10/20/47,12100
10/21/47,6140
10/22/47,3890
10/23/47,2940
10/24/47,2280
10/25/47,1900
10/26/47,1650
10/27/47,1480
10/28/47,1570
10/29/47,1500
10/30/47,2000
10/31/47,2460
11/1/47,4510
11/2/47,3750
11/3/47,2900
11/4/47,2470
11/5/47,2380
11/6/47,2700
11/7/47,3010
11/8/47,4340
11/9/47,3850
11/10/47,3130
11/11/47,2830
11/12/47,2550
11/13/47,2600
11/14/47,2940
11/15/47,4700
11/16/47,4340
11/17/47,4480
11/18/47,2940
11/19/47,2520
11/20/47,2240
11/21/47,1980
11/22/47,1760
11/23/47,1590
11/24/47,1450
11/25/47,1330
11/26/47,1240
11/27/47,1150
11/28/47,1080
11/29/47,1010
11/30/47,964
12/1/47,947
12/2/47,876
12/3/47,1000
12/4/47,992
12/5/47,892
12/6/47,848
12/7/47,1040
12/8/47,1610
12/9/47,1540
12/10/47,1490
12/11/47,1590
12/12/47,1520
12/13/47,1640
12/14/47,2540
12/15/47,2190
12/16/47,1870
12/17/47,2140
12/18/47,2740
12/19/47,4160
12/20/47,3120
12/21/47,2600
12/22/47,2350
12/23/47,2090
12/24/47,1930
12/25/47,1730
12/26/47,1600
12/27/47,1520
12/28/47,1690
12/29/47,2070
12/30/47,2050
12/31/47,1870
1/1/48,4080
1/2/48,13800
1/3/48,8220
1/4/48,6280
1/5/48,5060
1/6/48,11400
1/7/48,23400
1/8/48,12100
1/9/48,7580
1/10/48,5460
1/11/48,4400
1/12/48,3520
1/13/48,2940
1/14/48,2500
1/15/48,2170
1/16/48,1920
1/17/48,1720
1/18/48,1560
1/19/48,1430
1/20/48,1290
1/21/48,1200
1/22/48,1120
1/23/48,1050
1/24/48,980
1/25/48,930
1/26/48,881
1/27/48,832
1/28/48,793
1/29/48,776
1/30/48,760
1/31/48,720
2/1/48,725
2/2/48,695
2/3/48,655
2/4/48,730
2/5/48,725
2/6/48,655
2/7/48,640
2/8/48,2040
2/9/48,3180
2/10/48,2420
2/11/48,1890
2/12/48,1560
2/13/48,1350
2/14/48,1320
2/15/48,2860
2/16/48,3010
2/17/48,3400
2/18/48,3600
2/19/48,3100
2/20/48,2620
2/21/48,8930
2/22/48,17100
2/23/48,9420
2/24/48,5820
2/25/48,4200
2/26/48,4050
2/27/48,3450
2/28/48,3120
2/29/48,2660
3/1/48,2420
3/2/48,3030
3/3/48,2040
3/4/48,1860
3/5/48,1760
3/6/48,1670
3/7/48,1530
3/8/48,1610
3/9/48,1660
3/10/48,1550
3/11/48,1450
3/12/48,1340
3/13/48,1290
3/14/48,1400
3/15/48,1410
3/16/48,1750
3/17/48,2170
3/18/48,2070
3/19/48,2050
3/20/48,2100
3/21/48,2430
3/22/48,7930
3/23/48,5960
3/24/48,4250
3/25/48,3430
3/26/48,2830
3/27/48,2450
3/28/48,2160
3/29/48,1930
3/30/48,1790
3/31/48,1600
4/1/48,1470
4/2/48,1610
4/3/48,1800
4/4/48,1960
4/5/48,2360
4/6/48,2760
4/7/48,2850
4/8/48,2550
4/9/48,2680
4/10/48,3390
4/11/48,3150
4/12/48,2630
4/13/48,2280
4/14/48,2100
4/15/48,2040
4/16/48,1910
4/17/48,2070
4/18/48,2230
4/19/48,1980
4/20/48,1780
4/21/48,1760
4/22/48,2550
4/23/48,3060
4/24/48,2710
4/25/48,2440
4/26/48,2190
4/27/48,1960
4/28/48,1780
4/29/48,1630
4/30/48,1470
5/1/48,1330
5/2/48,1250
5/3/48,2620
5/4/48,3460
5/5/48,2490
5/6/48,2210
5/7/48,2120
5/8/48,2060
5/9/48,1880
5/10/48,1700
5/11/48,1550
5/12/48,1490
5/13/48,1640
5/14/48,1630
5/15/48,1490
5/16/48,1460
5/17/48,1440
5/18/48,1330
5/19/48,1260
5/20/48,1200
5/21/48,1110
5/22/48,1030
5/23/48,969
5/24/48,920
5/25/48,881
5/26/48,837
5/27/48,859
5/28/48,848
5/29/48,820
5/30/48,771
5/31/48,745
6/1/48,715
6/2/48,675
6/3/48,655
6/4/48,640
6/5/48,620
6/6/48,600
6/7/48,715
6/8/48,625
6/9/48,580
6/10/48,570
6/11/48,546
6/12/48,528
6/13/48,515
6/14/48,492
6/15/48,474
6/16/48,456
6/17/48,443
6/18/48,438
6/19/48,413
6/20/48,448
6/21/48,443
6/22/48,393
6/23/48,369
6/24/48,349
6/25/48,334
6/26/48,328
6/27/48,317
6/28/48,307
6/29/48,294
6/30/48,284
7/1/48,277
7/2/48,271
7/3/48,271
7/4/48,268
7/5/48,274
7/6/48,401
7/7/48,361
7/8/48,297
7/9/48,277
7/10/48,265
7/11/48,252
7/12/48,246
7/13/48,240
7/14/48,228
7/15/48,222
7/16/48,213
7/17/48,210
7/18/48,204
7/19/48,204
7/20/48,199
7/21/48,196
7/22/48,193
7/23/48,190
7/24/48,182
7/25/48,179
7/26/48,176
7/27/48,179
7/28/48,179
7/29/48,179
7/30/48,171
7/31/48,163
8/1/48,155
8/2/48,155
8/3/48,155
8/4/48,155
8/5/48,150
8/6/48,145
8/7/48,142
8/8/48,142
8/9/48,142
8/10/48,145
8/11/48,142
8/12/48,140
8/13/48,140
8/14/48,140
8/15/48,145
8/16/48,150
8/17/48,196
8/18/48,228
8/19/48,179
8/20/48,155
8/21/48,148
8/22/48,145
8/23/48,142
8/24/48,142
8/25/48,140
8/26/48,133
8/27/48,126
8/28/48,124
8/29/48,119
8/30/48,119
8/31/48,117
9/1/48,117
9/2/48,114
9/3/48,119
9/4/48,119
9/5/48,114
9/6/48,110
9/7/48,108
9/8/48,102
9/9/48,97
9/10/48,95
9/11/48,95
9/12/48,93
9/13/48,93
9/14/48,97
9/15/48,124
9/16/48,124
9/17/48,112
9/18/48,106
9/19/48,102
9/20/48,102
9/21/48,99
9/22/48,142
9/23/48,237
9/24/48,397
9/25/48,225
9/26/48,176
9/27/48,187
9/28/48,187
9/29/48,176
9/30/48,158
10/1/48,142
10/2/48,135
10/3/48,142
10/4/48,303
10/5/48,357
10/6/48,486
10/7/48,660
10/8/48,405
10/9/48,287
10/10/48,252
10/11/48,345
10/12/48,324
10/13/48,255
10/14/48,225
10/15/48,202
10/16/48,184
10/17/48,174
10/18/48,163
10/19/48,158
10/20/48,152
10/21/48,150
10/22/48,145
10/23/48,160
10/24/48,231
10/25/48,225
10/26/48,187
10/27/48,174
10/28/48,163
10/29/48,163
10/30/48,163
10/31/48,193
11/1/48,390
11/2/48,1320
11/3/48,1780
11/4/48,1320
11/5/48,947
11/6/48,760
11/7/48,620
11/8/48,515
11/9/48,443
11/10/48,393
11/11/48,349
11/12/48,320
11/13/48,303
11/14/48,512
11/15/48,1060
11/16/48,1690
